pathway	external_id	source	ensembl_ids
Proteoglycan syndecan-mediated signaling events	syndecan_pathway	PID	ENSG00000169439,ENSG00000162512,ENSG00000124145,ENSG00000115884
Validated nuclear estrogen receptor alpha network	era_genomic_pathway	PID	ENSG00000124151,ENSG00000132646,ENSG00000152192,ENSG00000185615,ENSG00000168646,ENSG00000196498,ENSG00000140396,ENSG00000123064,ENSG00000167972,ENSG00000171587,ENSG00000180530,ENSG00000141956,ENSG00000126561,ENSG00000142168,ENSG00000160194,ENSG00000091831,ENSG00000196233,ENSG00000160182,ENSG00000213523,ENSG00000068024,ENSG00000140350,ENSG00000172216,ENSG00000085117,ENSG00000100219,ENSG00000177606,ENSG00000117984,ENSG00000111912,ENSG00000100280,ENSG00000166313,ENSG00000172179,ENSG00000215021,ENSG00000100393,ENSG00000141027,ENSG00000131910,ENSG00000012048,ENSG00000130725,ENSG00000213186,ENSG00000205810,ENSG00000082175,ENSG00000125730,ENSG00000116478,ENSG00000141646,ENSG00000084676,ENSG00000196208,ENSG00000144744,ENSG00000025156,ENSG00000140009,ENSG00000012822,ENSG00000110092,ENSG00000154723,ENSG00000182871,ENSG00000136997,ENSG00000213341,ENSG00000129559,ENSG00000119335,ENSG00000100201,ENSG00000125686,ENSG00000103152,ENSG00000147654,ENSG00000169297,ENSG00000160633,ENSG00000143013,ENSG00000182979,ENSG00000151615
Synthesis of 15-eicosatetraenoic acid derivatives	R-HSA-2142770	Reactome	ENSG00000179593,ENSG00000167468,ENSG00000176153,ENSG00000073756,ENSG00000233276,ENSG00000161905
CDC42 signaling events	cdc42_pathway	PID	ENSG00000149269,ENSG00000171132,ENSG00000107643,ENSG00000111245,ENSG00000076984,ENSG00000108443,ENSG00000130669,ENSG00000182473,ENSG00000102981,ENSG00000198793,ENSG00000176105,ENSG00000102882,ENSG00000168385,ENSG00000177606,ENSG00000108984,ENSG00000164220,ENSG00000168036,ENSG00000173327,ENSG00000141522,ENSG00000100030,ENSG00000050820,ENSG00000075711,ENSG00000174775,ENSG00000039068,ENSG00000130429,ENSG00000136238,ENSG00000044115,ENSG00000112062,ENSG00000132155,ENSG00000138071,ENSG00000154380,ENSG00000106299,ENSG00000197122,ENSG00000160293,ENSG00000156299,ENSG00000007372,ENSG00000106683,ENSG00000102606,ENSG00000121879,ENSG00000075651,ENSG00000197921,ENSG00000241553,ENSG00000110395,ENSG00000115966,ENSG00000182541,ENSG00000163466,ENSG00000145675,ENSG00000146809,ENSG00000095015,ENSG00000061938,ENSG00000070831,ENSG00000034152,ENSG00000129675,ENSG00000058335,ENSG00000134982,ENSG00000115091,ENSG00000111229,ENSG00000157764,ENSG00000175866,ENSG00000082701,ENSG00000143776,ENSG00000140575,ENSG00000180370,ENSG00000050748,ENSG00000151491,ENSG00000162704,ENSG00000183856,ENSG00000139734,ENSG00000065559,ENSG00000067606,ENSG00000172757
VEGF and VEGFR signaling network	vegf_vegfr_pathway	PID	ENSG00000173511,ENSG00000118257,ENSG00000119630,ENSG00000165197,ENSG00000099250,ENSG00000112715,ENSG00000150630,ENSG00000128052,ENSG00000037280,ENSG00000102755
Insulin-mediated glucose transport	insulin_glucose_pathway	PID	ENSG00000108953,ENSG00000254647,ENSG00000220205,ENSG00000175793,ENSG00000143933,ENSG00000163558,ENSG00000119729,ENSG00000154415,ENSG00000181856,ENSG00000101440,ENSG00000166913,ENSG00000134308,ENSG00000142208,ENSG00000198668,ENSG00000164924,ENSG00000171105,ENSG00000160014,ENSG00000136111,ENSG00000104812,ENSG00000125733,ENSG00000103496,ENSG00000113441,ENSG00000186298,ENSG00000166263,ENSG00000082701,ENSG00000105221,ENSG00000128245,ENSG00000067606,ENSG00000170027
Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	met_pathway	PID	ENSG00000134954,ENSG00000196396,ENSG00000136002,ENSG00000198793,ENSG00000180370,ENSG00000107643,ENSG00000010017,ENSG00000169398,ENSG00000160691,ENSG00000130669,ENSG00000145675,ENSG00000102981,ENSG00000175354,ENSG00000102882,ENSG00000165527,ENSG00000176945,ENSG00000177885,ENSG00000108424,ENSG00000107295,ENSG00000127314,ENSG00000165458,ENSG00000177606,ENSG00000174775,ENSG00000133961,ENSG00000164220,ENSG00000168036,ENSG00000115904,ENSG00000163558,ENSG00000019991,ENSG00000100030,ENSG00000050820,ENSG00000134982,ENSG00000142208,ENSG00000085832,ENSG00000169032,ENSG00000039068,ENSG00000147010,ENSG00000044115,ENSG00000033327,ENSG00000179295,ENSG00000132155,ENSG00000141564,ENSG00000124216,ENSG00000158092,ENSG00000106299,ENSG00000197122,ENSG00000132669,ENSG00000067560,ENSG00000144566,ENSG00000124181,ENSG00000121879,ENSG00000116473,ENSG00000110395,ENSG00000089159,ENSG00000109458,ENSG00000185359,ENSG00000167965,ENSG00000146809,ENSG00000095015,ENSG00000167193,ENSG00000187840,ENSG00000105976,ENSG00000107263,ENSG00000204673,ENSG00000149269,ENSG00000141084,ENSG00000070831,ENSG00000140992,ENSG00000151247,ENSG00000120738,ENSG00000099942,ENSG00000126934,ENSG00000155792,ENSG00000136238,ENSG00000071051,ENSG00000149177,ENSG00000002330,ENSG00000105221,ENSG00000065559,ENSG00000067606,ENSG00000168918
Glypican 1 network	glypican_1pathway	PID	ENSG00000010810,ENSG00000106799,ENSG00000142192,ENSG00000157168,ENSG00000176105,ENSG00000105329,ENSG00000063660,ENSG00000163513,ENSG00000101336,ENSG00000254087,ENSG00000145147,ENSG00000077782,ENSG00000112715,ENSG00000182866,ENSG00000117601,ENSG00000136573,ENSG00000197122,ENSG00000138685,ENSG00000175387,ENSG00000241186,ENSG00000000938,ENSG00000101680,ENSG00000171867,ENSG00000188257,ENSG00000102755,ENSG00000119699
Validated targets of C-MYC transcriptional activation	myc_activpathway	PID	ENSG00000176974,ENSG00000115738,ENSG00000170606,ENSG00000269897,ENSG00000243678,ENSG00000060982,ENSG00000175792,ENSG00000119760,ENSG00000168283,ENSG00000088205,ENSG00000134001,ENSG00000011052,ENSG00000089685,ENSG00000124216,ENSG00000137309,ENSG00000100393,ENSG00000120279,ENSG00000136381,ENSG00000135446,ENSG00000118971,ENSG00000196367,ENSG00000167900,ENSG00000100985,ENSG00000161960,ENSG00000207819,ENSG00000112242,ENSG00000072274,ENSG00000115758,ENSG00000111640,ENSG00000115053,ENSG00000164045,ENSG00000187514,ENSG00000142676,ENSG00000144381,ENSG00000273841,ENSG00000085231,ENSG00000166337,ENSG00000141682,ENSG00000183207,ENSG00000120656,ENSG00000167633,ENSG00000141510,ENSG00000134057,ENSG00000196284,ENSG00000117394,ENSG00000164182,ENSG00000086758,ENSG00000275042,ENSG00000172977,ENSG00000239672,ENSG00000108312,ENSG00000187772,ENSG00000175592,ENSG00000104320,ENSG00000137193,ENSG00000144354,ENSG00000084774,ENSG00000119927,ENSG00000152556,ENSG00000125952,ENSG00000181163,ENSG00000134333,ENSG00000151247,ENSG00000136997,ENSG00000114209,ENSG00000166949,ENSG00000207708,ENSG00000164362,ENSG00000136518,ENSG00000163536,ENSG00000108773,ENSG00000165672,ENSG00000141384,ENSG00000198976,ENSG00000168495,ENSG00000147649,ENSG00000170854,ENSG00000005339,ENSG00000242265,ENSG00000080824,ENSG00000114867,ENSG00000074800,ENSG00000087088,ENSG00000180198,ENSG00000207607,ENSG00000141646,ENSG00000182979
Recruitment of NuMA to mitotic centrosomes	R-HSA-380320	Reactome	ENSG00000139350,ENSG00000137497,ENSG00000170312,ENSG00000131462,ENSG00000275835,ENSG00000130640,ENSG00000137822,ENSG00000126216,ENSG00000134057,ENSG00000128159,ENSG00000037042
Recruitment of mitotic centrosome proteins and complexes	R-HSA-380270	Reactome	ENSG00000108953,ENSG00000106477,ENSG00000072062,ENSG00000117650,ENSG00000213923,ENSG00000105568,ENSG00000130640,ENSG00000175216,ENSG00000138107,ENSG00000103995,ENSG00000204843,ENSG00000142731,ENSG00000008128,ENSG00000136861,ENSG00000103540,ENSG00000166037,ENSG00000176101,ENSG00000005249,ENSG00000077380,ENSG00000137100,ENSG00000166851,ENSG00000128159,ENSG00000196230,ENSG00000074054,ENSG00000275835,ENSG00000182923,ENSG00000198707,ENSG00000101624,ENSG00000198089,ENSG00000101639,ENSG00000175203,ENSG00000126216,ENSG00000054282,ENSG00000147400,ENSG00000137814,ENSG00000148019,ENSG00000127914,ENSG00000088986,ENSG00000037042,ENSG00000137497,ENSG00000248333,ENSG00000188229,ENSG00000080824,ENSG00000078674,ENSG00000046651,ENSG00000197102,ENSG00000174799,ENSG00000170312,ENSG00000213066,ENSG00000167552,ENSG00000112877,ENSG00000136811,ENSG00000160299,ENSG00000101367,ENSG00000104833,ENSG00000119397,ENSG00000139350,ENSG00000126001,ENSG00000151849,ENSG00000131462,ENSG00000110274,ENSG00000141577,ENSG00000101004,ENSG00000137822,ENSG00000007168,ENSG00000116127,ENSG00000141551,ENSG00000114107,ENSG00000127824,ENSG00000072864,ENSG00000134057,ENSG00000170027
Fc-epsilon receptor I signaling in mast cells	fcer1pathway	PID	ENSG00000114423,ENSG00000010810,ENSG00000076984,ENSG00000160691,ENSG00000120129,ENSG00000115935,ENSG00000174775,ENSG00000101096,ENSG00000166501,ENSG00000170890,ENSG00000145715,ENSG00000102882,ENSG00000177885,ENSG00000177606,ENSG00000211891,ENSG00000254087,ENSG00000126934,ENSG00000100030,ENSG00000213658,ENSG00000142208,ENSG00000169032,ENSG00000169398,ENSG00000173039,ENSG00000072694,ENSG00000163629,ENSG00000170345,ENSG00000179295,ENSG00000132155,ENSG00000086730,ENSG00000151422,ENSG00000116711,ENSG00000067113,ENSG00000033327,ENSG00000115904,ENSG00000104365,ENSG00000158869,ENSG00000124181,ENSG00000121879,ENSG00000139187,ENSG00000107643,ENSG00000110395,ENSG00000170989,ENSG00000179639,ENSG00000269335,ENSG00000145675,ENSG00000095015,ENSG00000141968,ENSG00000010671,ENSG00000109320,ENSG00000043462,ENSG00000115325,ENSG00000176170,ENSG00000089159,ENSG00000180353,ENSG00000129219,ENSG00000213341,ENSG00000180370,ENSG00000165025,ENSG00000113263,ENSG00000065559,ENSG00000149534,ENSG00000168918
Prolactin receptor signaling	R-HSA-1170546	Reactome	ENSG00000100387,ENSG00000178188,ENSG00000173757,ENSG00000113494,ENSG00000204414,ENSG00000055130,ENSG00000259384,ENSG00000096968,ENSG00000166167,ENSG00000113558,ENSG00000136488,ENSG00000179295,ENSG00000136487,ENSG00000172179,ENSG00000126561
Visual signal transduction: Rods	rhodopsin_pathway	PID	ENSG00000130561,ENSG00000114349,ENSG00000069966,ENSG00000139988,ENSG00000048545,ENSG00000116745,ENSG00000138472,ENSG00000132915,ENSG00000112599,ENSG00000108370,ENSG00000186326,ENSG00000078369,ENSG00000198515,ENSG00000121207,ENSG00000185974,ENSG00000074621,ENSG00000101890,ENSG00000135437,ENSG00000185527,ENSG00000132518,ENSG00000163914,ENSG00000133256,ENSG00000070729,ENSG00000127928
Internalization of ErbB1	erbb1_internalization_pathway	PID	ENSG00000146648,ENSG00000131508,ENSG00000114423,ENSG00000169398,ENSG00000159733,ENSG00000160691,ENSG00000063245,ENSG00000177885,ENSG00000205726,ENSG00000051382,ENSG00000072401,ENSG00000106976,ENSG00000159082,ENSG00000174775,ENSG00000085832,ENSG00000136158,ENSG00000147010,ENSG00000074319,ENSG00000138798,ENSG00000107295,ENSG00000132155,ENSG00000197122,ENSG00000115904,ENSG00000144566,ENSG00000124356,ENSG00000102606,ENSG00000121879,ENSG00000070831,ENSG00000185359,ENSG00000145675,ENSG00000213281,ENSG00000078053,ENSG00000110395,ENSG00000133703,ENSG00000144749,ENSG00000115561,ENSG00000138592,ENSG00000109332
[2Fe-2S] iron-sulfur cluster biosynthesis	PWY-7250	HumanCyc	ENSG00000244005
N-cadherin signaling events	ncadherinpathway	PID	ENSG00000107643,ENSG00000186111,ENSG00000170558,ENSG00000145675,ENSG00000143933,ENSG00000085733,ENSG00000118432,ENSG00000148660,ENSG00000168036,ENSG00000077782,ENSG00000136238,ENSG00000044115,ENSG00000148180,ENSG00000179295,ENSG00000198668,ENSG00000120251,ENSG00000196396,ENSG00000124181,ENSG00000160014,ENSG00000067560,ENSG00000103126,ENSG00000173801,ENSG00000151422,ENSG00000121879,ENSG00000164535,ENSG00000070831,ENSG00000162337,ENSG00000152661,ENSG00000101367,ENSG00000170759,ENSG00000172020,ENSG00000111245,ENSG00000198561,ENSG00000204843,ENSG00000067900,ENSG00000134780
Fanconi anemia pathway	fanconi_pathway	PID	ENSG00000104320,ENSG00000115392,ENSG00000172613,ENSG00000136273,ENSG00000175279,ENSG00000149554,ENSG00000112039,ENSG00000188486,ENSG00000144554,ENSG00000020922,ENSG00000132383,ENSG00000136492,ENSG00000113456,ENSG00000126215,ENSG00000221829,ENSG00000133119,ENSG00000149311,ENSG00000163781,ENSG00000117748,ENSG00000114742,ENSG00000077152,ENSG00000187790,ENSG00000114315,ENSG00000183161,ENSG00000181544,ENSG00000113522,ENSG00000175054,ENSG00000012048,ENSG00000111445,ENSG00000083093,ENSG00000197299,ENSG00000177302,ENSG00000131944,ENSG00000049541,ENSG00000158169,ENSG00000164053,ENSG00000185504,ENSG00000251503,ENSG00000140525,ENSG00000139618,ENSG00000152942,ENSG00000187741,ENSG00000178966,ENSG00000163918,ENSG00000162607,ENSG00000198690
EGFR downregulation	R-HSA-182971	Reactome	ENSG00000146648,ENSG00000170315,ENSG00000196961,ENSG00000063245,ENSG00000177885,ENSG00000107295,ENSG00000136738,ENSG00000150991,ENSG00000085832,ENSG00000221983,ENSG00000136158,ENSG00000147010,ENSG00000138798,ENSG00000127527,ENSG00000161203,ENSG00000183020,ENSG00000115145,ENSG00000102606,ENSG00000042753,ENSG00000070831,ENSG00000185359,ENSG00000143947,ENSG00000164056,ENSG00000006125,ENSG00000110395,ENSG00000122705
Signaling by EGFR	R-HSA-177929	Reactome	ENSG00000137486,ENSG00000198793,ENSG00000116586,ENSG00000105568,ENSG00000117461,ENSG00000066468,ENSG00000171132,ENSG00000163554,ENSG00000096968,ENSG00000160867,ENSG00000178562,ENSG00000177885,ENSG00000005961,ENSG00000119487,ENSG00000142675,ENSG00000005249,ENSG00000277586,ENSG00000150995,ENSG00000078687,ENSG00000162734,ENSG00000105808,ENSG00000137877,ENSG00000114013,ENSG00000197461,ENSG00000115306,ENSG00000169032,ENSG00000162434,ENSG00000126583,ENSG00000160460,ENSG00000188191,ENSG00000158050,ENSG00000137076,ENSG00000198369,ENSG00000141480,ENSG00000132155,ENSG00000198668,ENSG00000075388,ENSG00000135679,ENSG00000091181,ENSG00000183020,ENSG00000148082,ENSG00000137713,ENSG00000141068,ENSG00000113525,ENSG00000111344,ENSG00000040199,ENSG00000142875,ENSG00000070831,ENSG00000117020,ENSG00000123154,ENSG00000109458,ENSG00000121281,ENSG00000145675,ENSG00000058335,ENSG00000134853,ENSG00000118972,ENSG00000213281,ENSG00000109756,ENSG00000096433,ENSG00000076641,ENSG00000068078,ENSG00000100030,ENSG00000103197,ENSG00000113721,ENSG00000082701,ENSG00000259207,ENSG00000196712,ENSG00000132535,ENSG00000134962,ENSG00000075391,ENSG00000075413,ENSG00000140992,ENSG00000002330,ENSG00000147168,ENSG00000166225,ENSG00000146648,ENSG00000169752,ENSG00000100385,ENSG00000138675,ENSG00000126934,ENSG00000133116,ENSG00000164327,ENSG00000173175,ENSG00000145349,ENSG00000196961,ENSG00000063245,ENSG00000102678,ENSG00000145715,ENSG00000102882,ENSG00000156427,ENSG00000197283,ENSG00000068971,ENSG00000134460,ENSG00000120875,ENSG00000143947,ENSG00000101255,ENSG00000105122,ENSG00000184481,ENSG00000124882,ENSG00000183454,ENSG00000118260,ENSG00000077782,ENSG00000111276,ENSG00000174775,ENSG00000174808,ENSG00000221983,ENSG00000100311,ENSG00000136158,ENSG00000138798,ENSG00000127527,ENSG00000089220,ENSG00000141968,ENSG00000182866,ENSG00000127914,ENSG00000154229,ENSG00000090905,ENSG00000185950,ENSG00000102606,ENSG00000108946,ENSG00000111266,ENSG00000121879,ENSG00000124181,ENSG00000105723,ENSG00000070388,ENSG00000042753,ENSG00000113070,ENSG00000081913,ENSG00000155903,ENSG00000104695,ENSG00000132906,ENSG00000139318,ENSG00000164742,ENSG00000173327,ENSG00000157404,ENSG00000164056,ENSG00000111241,ENSG00000150991,ENSG00000197694,ENSG00000134698,ENSG00000176884,ENSG00000166913,ENSG00000089234,ENSG00000035403,ENSG00000171862,ENSG00000213658,ENSG00000137845,ENSG00000169047,ENSG00000130829,ENSG00000165059,ENSG00000162104,ENSG00000172575,ENSG00000171564,ENSG00000138031,ENSG00000171560,ENSG00000100387,ENSG00000010810,ENSG00000129946,ENSG00000113578,ENSG00000162344,ENSG00000132670,ENSG00000072062,ENSG00000170315,ENSG00000163519,ENSG00000185291,ENSG00000198915,ENSG00000179295,ENSG00000127314,ENSG00000123104,ENSG00000148660,ENSG00000136738,ENSG00000070808,ENSG00000137218,ENSG00000144730,ENSG00000178568,ENSG00000140285,ENSG00000155363,ENSG00000163291,ENSG00000051382,ENSG00000036257,ENSG00000085832,ENSG00000152689,ENSG00000196468,ENSG00000123360,ENSG00000147010,ENSG00000077522,ENSG00000154678,ENSG00000186895,ENSG00000141736,ENSG00000123908,ENSG00000164400,ENSG00000197122,ENSG00000115904,ENSG00000113319,ENSG00000174233,ENSG00000103653,ENSG00000107831,ENSG00000110395,ENSG00000089159,ENSG00000138685,ENSG00000161203,ENSG00000120156,ENSG00000166068,ENSG00000185737,ENSG00000123358,ENSG00000100368,ENSG00000204673,ENSG00000151694,ENSG00000006125,ENSG00000177455,ENSG00000163932,ENSG00000110799,ENSG00000138166,ENSG00000148848,ENSG00000113575,ENSG00000011485,ENSG00000143933,ENSG00000105639,ENSG00000184545,ENSG00000152495,ENSG00000120696,ENSG00000114302,ENSG00000158815,ENSG00000155897,ENSG00000078304,ENSG00000169398,ENSG00000164399,ENSG00000188766,ENSG00000160691,ENSG00000120129,ENSG00000078579,ENSG00000164086,ENSG00000273079,ENSG00000167085,ENSG00000092847,ENSG00000157168,ENSG00000109270,ENSG00000160014,ENSG00000149970,ENSG00000144749,ENSG00000107295,ENSG00000105647,ENSG00000100354,ENSG00000175634,ENSG00000105464,ENSG00000070193,ENSG00000143507,ENSG00000173898,ENSG00000136848,ENSG00000142208,ENSG00000078061,ENSG00000124762,ENSG00000171557,ENSG00000171608,ENSG00000126070,ENSG00000168710,ENSG00000112640,ENSG00000058404,ENSG00000173020,ENSG00000171777,ENSG00000066027,ENSG00000115414,ENSG00000121594,ENSG00000115145,ENSG00000171435,ENSG00000158458,ENSG00000077420,ENSG00000116473,ENSG00000150907,ENSG00000185359,ENSG00000167965,ENSG00000118689,ENSG00000154188,ENSG00000049130,ENSG00000115252,ENSG00000129467,ENSG00000109471,ENSG00000122705,ENSG00000070182,ENSG00000078295,ENSG00000133703,ENSG00000157764,ENSG00000198223,ENSG00000065361,ENSG00000140575,ENSG00000213341,ENSG00000149294,ENSG00000159445,ENSG00000161509,ENSG00000154001,ENSG00000185989,ENSG00000105221
Coregulation of Androgen receptor activity	ar_pathway	PID	ENSG00000108175,ENSG00000177425,ENSG00000033800,ENSG00000197321,ENSG00000177426,ENSG00000004478,ENSG00000196419,ENSG00000150457,ENSG00000175215,ENSG00000196628,ENSG00000266412,ENSG00000273173,ENSG00000140396,ENSG00000144579,ENSG00000171467,ENSG00000079246,ENSG00000115641,ENSG00000180530,ENSG00000168036,ENSG00000004487,ENSG00000142515,ENSG00000147889,ENSG00000010017,ENSG00000127946,ENSG00000142208,ENSG00000120899,ENSG00000184012,ENSG00000131788,ENSG00000148180,ENSG00000111837,ENSG00000107077,ENSG00000157500,ENSG00000142453,ENSG00000112576,ENSG00000103275,ENSG00000167034,ENSG00000248333,ENSG00000177189,ENSG00000112658,ENSG00000141456,ENSG00000140682,ENSG00000012048,ENSG00000100105,ENSG00000170515,ENSG00000169083,ENSG00000117450,ENSG00000134215,ENSG00000144747,ENSG00000144744,ENSG00000167751,ENSG00000253729,ENSG00000064012,ENSG00000198646,ENSG00000114062,ENSG00000110092,ENSG00000105810,ENSG00000105229,ENSG00000125686,ENSG00000115548,ENSG00000135486,ENSG00000140932
Regulation of KIT signaling	R-HSA-1433559	Reactome	ENSG00000157404,ENSG00000197122,ENSG00000254087,ENSG00000115904,ENSG00000010810,ENSG00000182866,ENSG00000154229,ENSG00000185338,ENSG00000110395,ENSG00000170677,ENSG00000160999,ENSG00000111679,ENSG00000176105,ENSG00000111252,ENSG00000177885,ENSG00000049130
Signaling by SCF-KIT	R-HSA-1433557	Reactome	ENSG00000137486,ENSG00000198793,ENSG00000173757,ENSG00000116586,ENSG00000105568,ENSG00000143933,ENSG00000117461,ENSG00000066468,ENSG00000163554,ENSG00000078061,ENSG00000160867,ENSG00000178562,ENSG00000177885,ENSG00000119487,ENSG00000142675,ENSG00000138798,ENSG00000198668,ENSG00000277586,ENSG00000078687,ENSG00000162734,ENSG00000254087,ENSG00000137877,ENSG00000114013,ENSG00000197461,ENSG00000115306,ENSG00000169032,ENSG00000162434,ENSG00000106070,ENSG00000160460,ENSG00000158050,ENSG00000137076,ENSG00000198369,ENSG00000141480,ENSG00000132155,ENSG00000070193,ENSG00000075388,ENSG00000135679,ENSG00000091181,ENSG00000148082,ENSG00000160014,ENSG00000141068,ENSG00000113525,ENSG00000111344,ENSG00000040199,ENSG00000185338,ENSG00000117020,ENSG00000123154,ENSG00000137218,ENSG00000179295,ENSG00000145675,ENSG00000058335,ENSG00000141968,ENSG00000134853,ENSG00000118972,ENSG00000213281,ENSG00000109756,ENSG00000051382,ENSG00000068078,ENSG00000100030,ENSG00000103197,ENSG00000113721,ENSG00000082701,ENSG00000259207,ENSG00000196712,ENSG00000132535,ENSG00000134962,ENSG00000075391,ENSG00000135605,ENSG00000140992,ENSG00000002330,ENSG00000147168,ENSG00000166225,ENSG00000146648,ENSG00000169752,ENSG00000100385,ENSG00000138675,ENSG00000126934,ENSG00000133116,ENSG00000149554,ENSG00000164327,ENSG00000145349,ENSG00000102678,ENSG00000145715,ENSG00000102882,ENSG00000156427,ENSG00000197283,ENSG00000068971,ENSG00000134460,ENSG00000120875,ENSG00000143947,ENSG00000101255,ENSG00000184481,ENSG00000183454,ENSG00000118260,ENSG00000077782,ENSG00000111276,ENSG00000174775,ENSG00000174808,ENSG00000221983,ENSG00000100311,ENSG00000154188,ENSG00000089220,ENSG00000168610,ENSG00000127914,ENSG00000154229,ENSG00000090905,ENSG00000185950,ENSG00000137713,ENSG00000158458,ENSG00000075413,ENSG00000111266,ENSG00000121879,ENSG00000105723,ENSG00000070388,ENSG00000198223,ENSG00000113070,ENSG00000081913,ENSG00000155903,ENSG00000104695,ENSG00000132906,ENSG00000139318,ENSG00000140285,ENSG00000173327,ENSG00000157404,ENSG00000105808,ENSG00000111241,ENSG00000150991,ENSG00000197694,ENSG00000134698,ENSG00000176884,ENSG00000166913,ENSG00000089234,ENSG00000035403,ENSG00000171862,ENSG00000111679,ENSG00000213658,ENSG00000169047,ENSG00000092009,ENSG00000130829,ENSG00000113575,ENSG00000172575,ENSG00000171564,ENSG00000171560,ENSG00000100387,ENSG00000010810,ENSG00000113578,ENSG00000162344,ENSG00000132670,ENSG00000138166,ENSG00000170315,ENSG00000163519,ENSG00000185291,ENSG00000198915,ENSG00000124882,ENSG00000127314,ENSG00000105122,ENSG00000148660,ENSG00000070808,ENSG00000182511,ENSG00000144730,ENSG00000111252,ENSG00000178568,ENSG00000155363,ENSG00000163291,ENSG00000036257,ENSG00000152689,ENSG00000196468,ENSG00000120156,ENSG00000141738,ENSG00000077522,ENSG00000186895,ENSG00000141736,ENSG00000123908,ENSG00000164400,ENSG00000197122,ENSG00000115904,ENSG00000113319,ENSG00000103653,ENSG00000107831,ENSG00000110395,ENSG00000189152,ENSG00000138685,ENSG00000166068,ENSG00000185737,ENSG00000123358,ENSG00000100368,ENSG00000204673,ENSG00000070182,ENSG00000177455,ENSG00000110799,ENSG00000011485,ENSG00000136238,ENSG00000105639,ENSG00000184545,ENSG00000120696,ENSG00000158815,ENSG00000078304,ENSG00000169398,ENSG00000188766,ENSG00000160691,ENSG00000120129,ENSG00000078579,ENSG00000164086,ENSG00000273079,ENSG00000167085,ENSG00000112640,ENSG00000157168,ENSG00000060656,ENSG00000176105,ENSG00000109270,ENSG00000149970,ENSG00000005961,ENSG00000105647,ENSG00000126561,ENSG00000100354,ENSG00000175634,ENSG00000105464,ENSG00000100351,ENSG00000143507,ENSG00000173898,ENSG00000136848,ENSG00000142208,ENSG00000096968,ENSG00000124762,ENSG00000171557,ENSG00000170677,ENSG00000171608,ENSG00000126070,ENSG00000033327,ENSG00000182866,ENSG00000154016,ENSG00000058404,ENSG00000171777,ENSG00000066027,ENSG00000115414,ENSG00000115415,ENSG00000121594,ENSG00000171435,ENSG00000151422,ENSG00000077420,ENSG00000116473,ENSG00000160999,ENSG00000150907,ENSG00000129946,ENSG00000167965,ENSG00000100985,ENSG00000118689,ENSG00000049130,ENSG00000109471,ENSG00000164399,ENSG00000133703,ENSG00000157764,ENSG00000092847,ENSG00000065361,ENSG00000140575,ENSG00000213341,ENSG00000149294,ENSG00000159445,ENSG00000105221,ENSG00000161509,ENSG00000154001,ENSG00000185989,ENSG00000109458
Endogenous TLR signaling	toll_endogenous_pathway	PID	ENSG00000164342,ENSG00000137462,ENSG00000143546,ENSG00000136869,ENSG00000172936,ENSG00000150455,ENSG00000198001,ENSG00000144381,ENSG00000173432,ENSG00000182492,ENSG00000174125,ENSG00000170458,ENSG00000067560,ENSG00000122852,ENSG00000104365,ENSG00000269335,ENSG00000038427,ENSG00000127666,ENSG00000134339,ENSG00000184216,ENSG00000154589,ENSG00000213341,ENSG00000163220,ENSG00000189403,ENSG00000174130,ENSG00000134070
Regulation of Telomerase	telomerasepathway	PID	ENSG00000164362,ENSG00000102054,ENSG00000172613,ENSG00000169375,ENSG00000136273,ENSG00000128513,ENSG00000146648,ENSG00000196419,ENSG00000185591,ENSG00000111537,ENSG00000108443,ENSG00000115053,ENSG00000125952,ENSG00000125347,ENSG00000198793,ENSG00000020922,ENSG00000165392,ENSG00000102882,ENSG00000105329,ENSG00000140451,ENSG00000198952,ENSG00000079246,ENSG00000138798,ENSG00000177606,ENSG00000113456,ENSG00000097007,ENSG00000150459,ENSG00000164105,ENSG00000091831,ENSG00000113522,ENSG00000100030,ENSG00000111276,ENSG00000166848,ENSG00000142208,ENSG00000070366,ENSG00000254093,ENSG00000124201,ENSG00000149311,ENSG00000170345,ENSG00000162521,ENSG00000132604,ENSG00000104320,ENSG00000184937,ENSG00000196591,ENSG00000185551,ENSG00000092330,ENSG00000080824,ENSG00000147601,ENSG00000129484,ENSG00000197299,ENSG00000172845,ENSG00000116478,ENSG00000059728,ENSG00000109320,ENSG00000109471,ENSG00000173273,ENSG00000114062,ENSG00000110092,ENSG00000166949,ENSG00000136997,ENSG00000130826,ENSG00000101412,ENSG00000127511,ENSG00000110958,ENSG00000102977,ENSG00000108953,ENSG00000159110,ENSG00000092199
Beta5 beta6 beta7 and beta8 integrin cell surface interactions	integrin5_pathway	PID	ENSG00000115414,ENSG00000105855,ENSG00000011422,ENSG00000082781,ENSG00000115884,ENSG00000106799,ENSG00000142871,ENSG00000122861,ENSG00000164176,ENSG00000099866,ENSG00000162692,ENSG00000109072,ENSG00000115221,ENSG00000166147,ENSG00000115232,ENSG00000138448,ENSG00000139626
