SET_ID	Metabolites	Pathways
SET_447	acetylcholine;ADP;alpha-glycerophosphate;alpha-glycerophosphocholine;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_PC;C32:0_PE;C32:1_PC;C32:2_PC;C34:0_PC;C34:0_PE;C34:1_PC;C34:2_PC;C34:2_PE;C34:2_PE_plasmalogen;C34:3_PC;C34:4_PC;C36:0_PC;C36:0_PE;C36:1_PC;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PC;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PC;C36:3_PE;C36:4_PC-A;C36:4_PC-B;C36:4_PE;C38:2_PC;C38:2_PE;C38:3_PC;C38:4_PC;C38:4_PE;C38:5_PE;C38:6_PC;C38:6_PE;C40:10_PC;C40:6_PC;C40:6_PE;C40:6_PS;C40:9_PC;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;choline;DHAP/glyceraldehyde_3P;inositol;phosphoethanolamine;serine	Wikipathways:Glycerophospholipid biosynthesis
SET_448	acetylcholine;ADP;alpha-ketoglutarate;beta-alanine;betaine;C40:6_PS;choline;GABA;GDP;glutamate_HILIC-pos;glutamine;glycine;serotonin;succinate	Reactome:Neuronal System|Reactome:Transmission across Chemical Synapses
SET_449	acetylcholine;ADP;arginine;Dodecanoic_acid;GDP;glutamate_HILIC-pos;lysine;Oleic_acid;ornithine;Palmitic_acid;propionate;serotonin	Wikipathways:Gastrin-CREB signalling pathway via PKC and MAPK
SET_450	acetylcholine;ADP;choline;glutamate_HILIC-pos;glutamine;serotonin	Wikipathways:Neurotransmitter Release Cycle
SET_451	acetylcholine;ADP;glutamate_HILIC-pos	SMPDB:Famotidine Action Pathway
SET_452	acetylcholine;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4	KEGG:Salivary secretion - Homo sapiens (human)|KEGG:Gastric acid secretion - Homo sapiens (human)|KEGG:Pancreatic secretion - Homo sapiens (human)
SET_453	acetylcholine;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;choline	KEGG:Cholinergic synapse - Homo sapiens (human)
SET_454	acetylcholine;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;pyruvate	KEGG:Insulin secretion - Homo sapiens (human)
SET_455	acetylcholine;GABA;glutamate_HILIC-pos	KEGG:Nicotine addiction - Homo sapiens (human)
SET_456	acetylcholine;GABA;glutamate_HILIC-pos;glycine;serotonin	KEGG:Synaptic vesicle cycle - Homo sapiens (human)
SET_457	acetylcholine;adenosine;ADP;alpha-ketoglutarate;AMP;Arachidonic_acid;arginine;C40:6_PS;Chenodeoxycholate;Cholate;Deoxycholate;Dodecanoic_acid;GABA;GDP;glutamate_HILIC-pos;lactate;Lithocholate;lysine;Oleic_acid;ornithine;Palmitic_acid;propionate;serotonin;Sphingosine_1-Phosphate;succinate	Reactome:GPCR downstream signaling
SET_458	acetylcholine;adenosine;ADP;alpha-ketoglutarate;AMP;Arachidonic_acid;arginine;Chenodeoxycholate;Cholate;Deoxycholate;Dodecanoic_acid;GABA;GDP;glutamate_HILIC-pos;lactate;Lithocholate;lysine;Oleic_acid;ornithine;Palmitic_acid;propionate;serotonin;Sphingosine_1-Phosphate;succinate	Wikipathways:GPCR downstream signaling
SET_459	acetylcholine;adenosine;ADP;alpha-ketoglutarate;GABA;GDP;glutamate_HILIC-pos;lactate;serotonin;Sphingosine_1-Phosphate;succinate	Reactome:G alpha (i) signalling events
SET_460	acetylcholine;adenosine;ADP;aspartate;beta-alanine;Cortisol;GABA;glutamate_HILIC-pos;glycine;serotonin;Sphingosine_1-Phosphate;taurine_HILIC-neg;taurine_HILIC-pos;thyroxine	KEGG:Neuroactive ligand-receptor interaction - Homo sapiens (human)
SET_461	acetylcholine;adenosine;AMP;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;GABA;lactate;serotonin;succinate	KEGG:cAMP signaling pathway - Homo sapiens (human)
SET_462	acetylcholine;alpha-glycerophosphate;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_DAG;C32:0_DAG_+NH4;C32:0_PC;C32:0_PE;C32:1_DAG;C32:1_DAG_+NH4;C32:1_PC;C32:2_DAG;C32:2_PC;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PC;C34:0_PE;C34:1_PC;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PC;C34:2_PE;C34:2_PE_plasmalogen;C34:3_DAG;C34:3_DAG_+NH4;C34:3_PC;C34:4_PC;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PC;C36:0_PE;C36:1_PC;C36:1_PE;C36:1_PE_plasmalogen;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PC;C36:2_PE;C36:2_PE_plasmalogen;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PC;C36:3_PE;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PC-A;C36:4_PC-B;C36:4_PE;C38:2_PC;C38:2_PE;C38:3_PC;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PC;C38:4_PE;C38:5_PE;C38:6_PC;C38:6_PE;C40:10_PC;C40:6_PC;C40:6_PE;C40:6_PS;C40:9_PC;choline;DHAP/glyceraldehyde_3P;phosphocholine	SMPDB:Phospholipid Biosynthesis
SET_463	acetylcholine;alpha-glycerophosphate;alpha-glycerophosphocholine;C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_PC;C32:0_PE;C32:1_PC;C32:2_PC;C34:0_PC;C34:0_PE;C34:1_PC;C34:2_PC;C34:2_PE;C34:2_PE_plasmalogen;C34:3_PC;C34:4_PC;C36:0_PC;C36:0_PE;C36:1_PC;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PC;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PC;C36:3_PE;C36:4_PC-A;C36:4_PC-B;C36:4_PE;C38:2_PC;C38:2_PE;C38:3_PC;C38:4_PC;C38:4_PE;C38:5_PE;C38:6_PC;C38:6_PE;C40:10_PC;C40:6_PC;C40:6_PE;C40:6_PS;C40:9_PC;choline;DHAP/glyceraldehyde_3P;phosphocholine;phosphoethanolamine	KEGG:Glycerophospholipid metabolism - Homo sapiens (human)
SET_464	acetylcholine;alpha-glycerophosphocholine;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;choline;phosphocholine;pyruvate	Wikipathways:Acetylcholine Synthesis
SET_465	acetylcholine;alpha-ketoglutarate;beta-alanine;betaine;choline;GABA;glutamate_HILIC-pos;glutamine;serotonin;succinate	Reactome:Neurotransmitter Release Cycle
SET_466	acetylcholine;betaine;choline;dimethylglycine;glycine;methionine;ornithine;putrescine;sarcosine;spermidine;taurine_HILIC-neg;taurine_HILIC-pos	Wikipathways:One carbon donor
SET_467	acetylcholine;choline	Reactome:Acetylcholine Neurotransmitter Release Cycle
SET_468	acetylcholine;choline;GABA;glutamate_HILIC-pos;histidine;phenylalanine;serotonin;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine	Wikipathways:Biogenic Amine Synthesis
SET_469	acetylcholine;choline;GABA;phenylalanine;serotonin;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine	Wikipathways:SIDS Susceptibility Pathways
SET_470	acetylcholine;choline;serotonin	Wikipathways:Neurotransmitter Clearance In The Synaptic Cleft|Reactome:Neurotransmitter Clearance In The Synaptic Cleft
SET_471	acetylcholine;serotonin	Reactome:Amine ligand-binding receptors|Wikipathways:Monoamine GPCRs
SET_472	aconitate;ADP;alpha-ketoglutarate;DHAP/glyceraldehyde_3P;GDP;malate;PEP;pyruvate;succinate	HumanCyc:superpathway of conversion of glucose to acetyl CoA and entry into the TCA cycle
SET_473	aconitate;ADP;alpha-ketoglutarate;GDP;malate;PEP;succinate	EHMN:TCA cycle
SET_474	aconitate;ADP;alpha-ketoglutarate;GDP;malate;pyruvate;succinate	SMPDB:Mitochondrial complex II deficiency|SMPDB:Congenital lactic acidosis|SMPDB:Citric Acid Cycle|SMPDB:Fumarase deficiency|SMPDB:2-ketoglutarate dehydrogenase complex deficiency|SMPDB:Pyruvate dehydrogenase deficiency (E2)|SMPDB:Pyruvate dehydrogenase deficiency (E3)
SET_475	aconitate;ADP;alpha-ketoglutarate;GDP;malate;succinate	HumanCyc:TCA cycle|Wikipathways:TCA Cycle
SET_476	aconitate;ADP;alpha-ketoglutarate;arginine;GDP;malate;PEP;pyruvate;succinate	INOH:Citrate cycle
SET_477	aconitate;alpha-ketoglutarate;glutamate_HILIC-pos;glutamine;glyceric_acid;glycine;malate;oxalate;pyruvate;serine;succinate	KEGG:Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)
SET_478	aconitate;alpha-ketoglutarate;malate;PEP;pyruvate;succinate	KEGG:Citrate cycle (TCA cycle) - Homo sapiens (human)
SET_479	adenosine;ADP	Reactome:Nucleotide-like (purinergic) receptors|Reactome:Activation of TRKA receptors
SET_480	adenosine;ADP;AMP	HumanCyc:adenine and adenosine salvage II|KEGG:Renin secretion - Homo sapiens (human)
SET_481	adenosine;ADP;AMP;C16:0_Ceramide_(d18:1);C16:0_SM_C8-pos;C16:0_SM_HILIC-pos;C18:0_SM_C8-pos;C18:0_SM_HILIC-pos;C18:1_SM_C8-pos;C18:1_SM_HILIC-pos;C20:0_SM;C22:0_Ceramide_(d18:1);C22:0_SM;C22:1_SM;C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1);C24:1_SM;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;GDP;glutamate_HILIC-pos;glycine;phosphocholine	Reactome:Signalling by NGF
SET_482	adenosine;ADP;AMP;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;GDP;glutamate_HILIC-pos;glycine	Reactome:NGF signalling via TRKA from the plasma membrane
SET_483	adenosine;ADP;AMP;GDP;glutamine;glycine;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos;pentose_monophosphate;urate_HILIC-neg;urate_HILIC-pos;xanthine	KEGG:Purine metabolism - Homo sapiens (human)
SET_484	adenosine;ADP;AMP;IMP;inosine_HILIC-neg;inosine_HILIC-pos	Reactome:Abacavir metabolism|Reactome:Abacavir transport and metabolism|Wikipathways:Abacavir transport and metabolism
SET_485	adenosine;ADP;AMP;aspartate;GDP;glutamate_HILIC-pos;glutamine;glycine;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos;pentose_monophosphate;urate_HILIC-neg;urate_HILIC-pos;xanthine	SMPDB:Xanthinuria type I|SMPDB:Mercaptopurine Action Pathway|SMPDB:Thioguanine Action Pathway|SMPDB:Xanthine Dehydrogenase Deficiency (Xanthinuria)|SMPDB:Adenylosuccinate Lyase Deficiency|SMPDB:Purine Nucleoside Phosphorylase Deficiency|SMPDB:Adenosine Deaminase Deficiency|SMPDB:Mitochondrial DNA depletion syndrome|SMPDB:Molybdenum Cofactor Deficiency|SMPDB:Adenine phosphoribosyltransferase deficiency (APRT)|SMPDB:Purine Metabolism|SMPDB:Azathioprine Action Pathway|SMPDB:Lesch-Nyhan Syndrome (LNS)|SMPDB:AICA-Ribosiduria|SMPDB:Myoadenylate deaminase deficiency|SMPDB:Gout or Kelley-Seegmiller Syndrome|SMPDB:Xanthinuria type II
SET_486	adenosine;ADP;AMP;aspartate;GDP;glutamate_HILIC-pos;glutamine;glycine;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos;urate_HILIC-neg;urate_HILIC-pos;xanthine	Reactome:Purine metabolism
SET_487	adenosine;ADP;AMP;aspartate;GDP;glutamate_HILIC-pos;glutamine;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos	HumanCyc:superpathway of purine nucleotide salvage
SET_488	adenosine;ADP;AMP;betaine;choline;dimethylglycine;glutamate_HILIC-pos;glycine;methionine;methionine_sulfoxide;putrescine;sarcosine;serine;spermidine	SMPDB:Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)
SET_489	adenosine;ADP;AMP;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos	Reactome:Purine salvage
SET_490	adenosine;ADP;AMP;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos;urate_HILIC-neg;urate_HILIC-pos;xanthine	Reactome:Purine catabolism
SET_491	adenosine;ADP;AMP;tyrosine	KEGG:Parkinson,s disease - Homo sapiens (human)
SET_492	adenosine;ADP;GDP	Wikipathways:NGF signalling via TRKA from the plasma membrane
SET_493	adenosine;ADP;alanine;AMP;Arachidonic_acid;arginine;asparagine;aspartate;bilirubin;Chenodeoxycholate;Cortexolone;Cortisol;Deoxycholate;Dodecanoic_acid;glutamate_HILIC-pos;glutamine;glycine;hippurate;histidine;isoleucine;leucine;Lithocholate;lysine;methionine;phenylalanine;proline;putrescine;pyroglutamic_acid;Salicylic_acid;salicylurate;Salicyluric_acid;serine;serotonin;spermidine;Taurolithocholate;threonine;trimethylamine-N-oxide;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	Reactome:Biological oxidations
SET_494	adenosine;ADP;alanine;AMP;arginine;asparagine;aspartate;bilirubin;glutamate_HILIC-pos;glutamine;glycine;hippurate;histidine;isoleucine;leucine;Lithocholate;lysine;methionine;phenylalanine;proline;pyroglutamic_acid;Salicylic_acid;salicylurate;Salicyluric_acid;serine;Taurolithocholate;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	Reactome:Phase II conjugation|Wikipathways:Phase II conjugation
SET_495	adenosine;ADP;alanine;AMP;aspartate;beta-alanine;Dihydrothymine;GDP;glutamate_HILIC-pos;glutamine;glycine;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos;N-carbamoyl-beta-alanine;pentose_monophosphate;pyruvate;thymine;uracil;urate_HILIC-neg;urate_HILIC-pos;uridine;xanthine	Reactome:Metabolism of nucleotides
SET_496	adenosine;ADP;alanine;AMP;aspartate;beta-alanine;Dihydrothymine;GDP;glutamate_HILIC-pos;glutamine;glycine;guanine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;N-carbamoyl-beta-alanine;pentose_monophosphate;pyruvate;thymine;uracil;urate_HILIC-neg;urate_HILIC-pos;xanthine	Wikipathways:Metabolism of nucleotides
SET_497	adenosine;ADP;alanine;AMP;serine	SMPDB:Selenoamino Acid Metabolism|EHMN:Selenoamino acid metabolism
SET_498	adenosine;ADP;alanine;alpha-ketoglutarate;AMP;asparagine;aspartate;glutamate_HILIC-pos;glutamine;glycine;malate;methionine;oxalate;pyruvate;serine;taurine_HILIC-neg;taurine_HILIC-pos	EHMN:Methionine and cysteine metabolism
SET_499	adenosine;ADP;allantoin;AMP;ascorbate;aspartate;GDP;glutamate_HILIC-pos;glutamine;glycine;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos;PEP;pyruvate;urate_HILIC-neg;urate_HILIC-pos;xanthine	EHMN:Purine metabolism
SET_500	adenosine;ADP;alpha-ketoglutarate;betaine;dimethylglycine;glutamate_HILIC-pos;methionine;pyruvate;serine	HumanCyc:superpathway of methionine degradation
SET_501	adenosine;ADP;betaine;dimethylglycine;glutamate_HILIC-pos;glycine;malate;methionine;serine;taurine_HILIC-neg;taurine_HILIC-pos	Reactome:Sulfur amino acid metabolism
SET_502	adenosine;AMP	HumanCyc:adenine and adenosine salvage I|KEGG:cGMP-PKG signaling pathway - Homo sapiens (human)
SET_503	adenosine;AMP;Arachidonic_acid;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4	KEGG:Regulation of lipolysis in adipocytes - Homo sapiens (human)
SET_504	adenosine;AMP;Chenodeoxycholate;Cholate;Deoxycholate;GDP;Lithocholate;serotonin	Reactome:G alpha (s) signalling events
SET_505	adenosine;AMP;GABA	KEGG:Morphine addiction - Homo sapiens (human)
SET_506	adenosine;AMP;betaine;choline;dimethylglycine;glycine;methionine;methionine_sulfoxide;putrescine;sarcosine;serine;spermidine	SMPDB:Methionine Adenosyltransferase Deficiency|SMPDB:Hypermethioninemia|SMPDB:Methionine Metabolism|SMPDB:Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type|SMPDB:Cystathionine Beta-Synthase Deficiency|SMPDB:Glycine N-methyltransferase Deficiency|SMPDB:S-Adenosylhomocysteine (SAH) Hydrolase Deficiency
SET_507	adenosine;AMP;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;IMP;inosine_HILIC-neg;inosine_HILIC-pos;urate_HILIC-neg;urate_HILIC-pos;xanthine	HumanCyc:purine nucleotides degradation
SET_508	adenosine;AMP;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;inosine_HILIC-neg;inosine_HILIC-pos;urate_HILIC-neg;urate_HILIC-pos;xanthine	HumanCyc:adenosine nucleotides degradation
SET_509	adenosine;Arachidonic_acid;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4	KEGG:Vascular smooth muscle contraction - Homo sapiens (human)
SET_510	adenosine;C16:0_Ceramide_(d18:1);C16:0_SM_C8-pos;C16:0_SM_HILIC-pos;C18:0_SM_C8-pos;C18:0_SM_HILIC-pos;C18:1_SM_C8-pos;C18:1_SM_HILIC-pos;C20:0_SM;C22:0_Ceramide_(d18:1);C22:0_SM;C22:1_SM;C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1);C24:1_SM;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;phosphoethanolamine;serine;Sphinganine;Sphingosine_1-Phosphate;sphingosine_C8-pos;sphingosine_HILIC-pos	KEGG:Sphingolipid signaling pathway - Homo sapiens (human)
SET_511	adenosine;Capric_acid;Chenodeoxycholate;Cholate;cytosine;Dodecanoic_acid;Glycocholate;glycocholate;guanine;guanosine;hypoxanthine_HILIC-neg;hypoxanthine_HILIC-pos;inosine_HILIC-neg;inosine_HILIC-pos;Linoleic_acid;Myristic_acid;Oleic_acid;Palmitic_acid;pantothenate;serotonin;Stearic_acid;Taurochenodeoxycholate;thymine;thyroxine;uracil;uridine	Reactome:Transport of vitamins, nucleosides, and related molecules
